"Date","Price","Open","High","Low","Vol.","Change %"
"11/18/2014","116.86","116.65","117.05","116.35","","0.19%"
"11/17/2014","116.64","116.37","117.06","115.46","","0.32%"
"11/14/2014","116.27","115.78","116.84","115.73","","0.47%"
"11/13/2014","115.73","115.49","115.89","115.31","","0.23%"
"11/12/2014","115.47","115.79","116.02","114.90","","-0.26%"
"11/11/2014","115.77","114.86","116.11","114.63","","0.80%"
"11/10/2014","114.85","114.48","114.93","113.86","","0.28%"
"11/07/2014","114.53","115.21","115.48","114.25","","-0.58%"
"11/06/2014","115.20","114.65","115.51","114.13","","0.50%"
"11/05/2014","114.63","113.60","114.85","113.41","","0.92%"
"11/04/2014","113.58","114.05","114.06","113.17","","-0.39%"
"11/03/2014","114.03","112.47","114.22","112.43","","1.54%"
"10/31/2014","112.30","109.22","112.48","109.17","","2.84%"
"10/30/2014","109.20","108.89","109.48","108.75","","0.29%"
"10/29/2014","108.88","108.16","108.98","107.94","","0.68%"
"10/28/2014","108.14","107.82","108.20","107.69","","0.31%"
"10/27/2014","107.81","108.15","108.38","107.60","","-0.31%"
"10/24/2014","108.14","108.27","108.33","107.78","","-0.10%"
"10/23/2014","108.25","107.14","108.37","107.10","","1.04%"
"10/22/2014","107.14","107.02","107.39","106.78","","0.16%"
"10/21/2014","106.97","106.95","107.03","106.24","","0.03%"
"10/20/2014","106.94","106.97","107.41","106.78","","0.07%"
"10/17/2014","106.87","106.32","106.96","106.13","","0.52%"
"10/16/2014","106.32","105.93","106.47","105.50","","0.40%"
"10/15/2014","105.90","107.06","107.52","105.20","","-1.07%"
"10/14/2014","107.04","106.84","107.33","106.67","","0.20%"
"10/13/2014","106.83","107.61","107.64","106.78","","-0.76%"
"10/10/2014","107.65","107.84","108.18","107.62","","-0.17%"
"10/09/2014","107.83","108.08","108.33","107.52","","-0.23%"
"10/08/2014","108.08","108.04","108.75","107.75","","0.06%"
"10/07/2014","108.02","108.79","109.25","107.82","","-0.70%"
"10/06/2014","108.78","109.78","109.87","108.65","","-0.88%"
"10/03/2014","109.75","108.43","109.92","108.35","","1.24%"
"10/02/2014","108.41","108.90","109.14","108.01","","-0.42%"
"10/01/2014","108.87","109.65","110.10","108.86","","-0.70%"
"09/30/2014","109.64","109.49","109.86","109.18","","0.16%"
"09/29/2014","109.46","109.19","109.76","109.13","","0.17%"
"09/26/2014","109.27","108.76","109.54","108.47","","0.49%"
"09/25/2014","108.74","109.04","109.38","108.51","","-0.25%"
"09/24/2014","109.01","108.89","109.17","108.46","","0.12%"
"09/23/2014","108.88","108.84","109.01","108.25","","0.04%"
"09/22/2014","108.84","109.05","109.21","108.66","","-0.16%"
"09/19/2014","109.01","108.67","109.47","108.59","","0.29%"
"09/18/2014","108.69","108.39","108.98","108.31","","0.30%"
"09/17/2014","108.37","107.15","108.40","107.09","","1.17%"
"09/16/2014","107.12","107.18","107.35","106.81","","-0.04%"
"09/15/2014","107.16","107.26","107.38","107.01","","-0.15%"
"09/12/2014","107.32","107.11","107.42","106.96","","0.21%"
"09/11/2014","107.10","106.86","107.21","106.64","","0.26%"
"09/10/2014","106.82","106.20","106.90","106.03","","0.60%"
"09/09/2014","106.18","106.03","106.49","105.94","","0.15%"
"09/08/2014","106.02","105.08","106.10","104.92","","0.89%"
"09/05/2014","105.08","105.26","105.72","104.68","","-0.17%"
"09/04/2014","105.26","104.79","105.38","104.76","","0.45%"
"09/03/2014","104.79","105.10","105.32","104.74","","-0.27%"
"09/02/2014","105.07","104.35","105.22","104.29","","0.69%"
"09/01/2014","104.35","104.06","104.37","104.05","","0.29%"
"08/29/2014","104.05","103.73","104.13","103.64","","0.34%"
"08/28/2014","103.70","103.88","103.94","103.55","","-0.14%"
"08/27/2014","103.85","104.09","104.18","103.77","","-0.19%"
"08/26/2014","104.05","104.06","104.19","103.74","","0.02%"
"08/25/2014","104.03","104.41","104.45","103.86","","0.11%"
"08/22/2014","103.92","103.86","104.20","103.50","","0.10%"
"08/21/2014","103.82","103.76","103.98","103.60","","0.09%"
"08/20/2014","103.73","102.92","103.86","102.88","","0.82%"
"08/19/2014","102.89","102.57","102.94","102.52","","0.32%"
"08/18/2014","102.56","102.23","102.61","102.17","","0.21%"
"08/15/2014","102.34","102.45","102.73","102.13","","-0.09%"
"08/14/2014","102.43","102.45","102.68","102.30","","0.02%"
"08/13/2014","102.41","102.26","102.56","102.22","","0.16%"
"08/12/2014","102.25","102.20","102.38","102.08","","0.07%"
"08/11/2014","102.18","102.06","102.24","102.01","","0.14%"
"08/08/2014","102.04","102.10","102.17","101.51","","-0.05%"
"08/07/2014","102.09","102.11","102.48","101.99","","0.00%"
"08/06/2014","102.09","102.60","102.66","101.78","","-0.49%"
"08/05/2014","102.59","102.57","102.94","102.45","","0.01%"
"08/04/2014","102.58","102.57","102.75","102.40","","-0.03%"
"08/01/2014","102.61","102.80","103.04","102.34","","-0.18%"
"07/31/2014","102.79","102.80","103.02","102.71","","0.01%"
"07/30/2014","102.78","102.14","103.10","102.02","","0.66%"
"07/29/2014","102.11","101.85","102.17","101.81","","0.26%"
"07/28/2014","101.85","101.77","101.92","101.74","","0.03%"
"07/25/2014","101.82","101.82","101.95","101.70","","0.01%"
"07/24/2014","101.81","101.49","101.88","101.40","","0.34%"
"07/23/2014","101.47","101.47","101.56","101.31","","0.01%"
"07/22/2014","101.46","101.39","101.62","101.32","","0.07%"
"07/21/2014","101.39","101.39","101.41","101.18","","0.07%"
"07/18/2014","101.32","101.19","101.47","101.09","","0.17%"
"07/17/2014","101.15","101.67","101.71","101.14","","-0.51%"
"07/16/2014","101.67","101.69","101.81","101.63","","-0.01%"
"07/15/2014","101.68","101.55","101.76","101.44","","0.15%"
"07/14/2014","101.53","101.40","101.64","101.31","","0.17%"
"07/11/2014","101.36","101.35","101.41","101.21","","0.05%"
"07/10/2014","101.31","101.65","101.69","101.06","","-0.31%"
"07/09/2014","101.62","101.58","101.87","101.44","","0.05%"
"07/08/2014","101.57","101.86","101.92","101.48","","-0.25%"
"07/07/2014","101.82","102.04","102.22","101.78","","-0.27%"
"07/04/2014","102.10","102.19","102.24","101.96","","-0.08%"
"07/03/2014","102.18","101.77","102.28","101.75","","0.40%"
"07/02/2014","101.77","101.53","101.86","101.40","","0.25%"
"07/01/2014","101.52","101.34","101.61","101.28","","0.22%"
"06/30/2014","101.30","101.43","101.50","101.23","","-0.06%"
"06/27/2014","101.36","101.74","101.75","101.31","","-0.36%"
"06/26/2014","101.73","101.88","101.88","101.49","","-0.13%"
"06/25/2014","101.86","101.99","101.99","101.62","","-0.11%"
"06/24/2014","101.97","101.95","102.18","101.81","","0.04%"
"06/23/2014","101.93","102.10","102.16","101.80","","-0.13%"
"06/20/2014","102.06","101.96","102.21","101.80","","0.15%"
"06/19/2014","101.91","101.93","102.02","101.73","","0.00%"
"06/18/2014","101.91","102.15","102.34","101.88","","-0.23%"
"06/17/2014","102.14","101.84","102.26","101.81","","0.30%"
"06/16/2014","101.83","102.08","102.11","101.71","","-0.22%"
"06/13/2014","102.05","101.73","102.15","101.65","","0.34%"
"06/12/2014","101.70","102.09","102.16","101.59","","-0.35%"
"06/11/2014","102.06","102.35","102.41","101.86","","-0.28%"
"06/10/2014","102.35","102.53","102.59","102.21","","-0.17%"
"06/09/2014","102.52","102.50","102.66","102.37","","0.05%"
"06/06/2014","102.47","102.42","102.63","102.12","","0.09%"
"06/05/2014","102.38","102.76","102.78","102.33","","-0.34%"
"06/04/2014","102.73","102.52","102.81","102.43","","0.24%"
"06/03/2014","102.48","102.39","102.57","102.26","","0.12%"
"06/02/2014","102.36","101.83","102.50","101.75","","0.57%"
"05/30/2014","101.78","101.79","101.86","101.50","","-0.01%"
"05/29/2014","101.79","101.85","101.88","101.42","","-0.04%"
"05/28/2014","101.83","101.99","102.05","101.64","","-0.14%"
"05/27/2014","101.97","101.96","102.16","101.72","","0.03%"
"05/26/2014","101.94","101.95","102.06","101.83","","-0.02%"
"05/23/2014","101.96","101.74","102.02","101.58","","0.24%"
"05/22/2014","101.72","101.35","101.83","101.34","","0.37%"
"05/21/2014","101.35","101.33","101.63","100.82","","0.04%"
"05/20/2014","101.31","101.53","101.62","101.18","","-0.18%"
"05/19/2014","101.49","101.56","101.62","101.09","","0.00%"
"05/16/2014","101.49","101.57","101.69","101.35","","-0.07%"
"05/15/2014","101.56","101.91","102.13","101.31","","-0.30%"
"05/14/2014","101.87","102.26","102.30","101.72","","-0.37%"
"05/13/2014","102.25","102.14","102.38","102.05","","0.14%"
"05/12/2014","102.11","101.79","102.20","101.77","","0.26%"
"05/09/2014","101.85","101.66","101.88","101.54","","0.20%"
"05/08/2014","101.65","101.92","101.98","101.46","","-0.25%"
"05/07/2014","101.90","101.69","102.01","101.42","","0.23%"
"05/06/2014","101.67","102.15","102.20","101.49","","-0.45%"
"05/05/2014","102.13","102.17","102.28","101.86","","-0.05%"
"05/02/2014","102.18","102.33","103.04","102.13","","-0.14%"
"05/01/2014","102.32","102.24","102.38","102.12","","0.08%"
"04/30/2014","102.24","102.64","102.68","102.03","","-0.36%"
"04/29/2014","102.61","102.51","102.79","102.46","","0.13%"
"04/28/2014","102.48","102.18","102.63","102.04","","0.32%"
"04/25/2014","102.15","102.32","102.52","101.96","","-0.15%"
"04/24/2014","102.30","102.55","102.66","102.09","","-0.22%"
"04/23/2014","102.53","102.62","102.71","102.16","","-0.07%"
"04/22/2014","102.60","102.62","102.74","102.40","","-0.01%"
"04/21/2014","102.61","102.49","102.72","102.38","","0.21%"
"04/18/2014","102.39","102.40","102.59","102.36","","0.01%"
"04/17/2014","102.38","102.24","102.48","101.86","","0.16%"
"04/16/2014","102.22","101.94","102.38","101.79","","0.30%"
"04/15/2014","101.91","101.85","102.01","101.49","","0.09%"
"04/14/2014","101.82","101.66","102.02","101.41","","0.23%"
"04/11/2014","101.59","101.53","101.88","101.33","","0.09%"
"04/10/2014","101.50","101.99","102.16","101.33","","-0.46%"
"04/09/2014","101.97","101.80","102.17","101.72","","0.18%"
"04/08/2014","101.79","103.11","103.14","101.54","","-1.26%"
"04/07/2014","103.09","103.30","103.42","102.99","","-0.18%"
"04/04/2014","103.28","103.93","104.14","103.19","","-0.61%"
"04/03/2014","103.91","103.88","104.13","103.80","","0.06%"
"04/02/2014","103.85","103.66","103.95","103.58","","0.20%"
"04/01/2014","103.64","103.22","103.73","103.08","","0.44%"
"03/31/2014","103.19","102.82","103.45","102.77","","0.39%"
"03/28/2014","102.79","102.18","102.99","102.03","","0.62%"
"03/27/2014","102.16","102.08","102.45","101.73","","0.13%"
"03/26/2014","102.03","102.25","102.48","101.87","","-0.22%"
"03/25/2014","102.26","102.25","102.50","102.10","","0.03%"
"03/24/2014","102.23","102.24","102.66","102.10","","0.00%"
"03/21/2014","102.23","102.41","102.47","102.01","","-0.15%"
"03/20/2014","102.38","102.32","102.56","102.19","","0.05%"
"03/19/2014","102.33","101.44","102.70","101.29","","0.90%"
"03/18/2014","101.42","101.77","101.97","101.27","","-0.33%"
"03/17/2014","101.76","101.33","101.89","101.24","","0.41%"
"03/14/2014","101.34","101.85","101.89","101.20","","-0.48%"
"03/13/2014","101.83","102.76","102.88","101.54","","-0.90%"
"03/12/2014","102.75","103.03","103.12","102.55","","-0.24%"
"03/11/2014","103.00","103.27","103.44","102.85","","-0.24%"
"03/10/2014","103.25","102.98","103.42","102.81","","0.00%"
"03/07/2014","103.25","103.07","103.77","102.83","","0.18%"
"03/06/2014","103.06","102.30","103.18","102.26","","0.74%"
"03/05/2014","102.30","102.22","102.57","102.10","","0.10%"
"03/04/2014","102.20","101.45","102.30","101.39","","0.76%"
"03/03/2014","101.43","101.55","101.67","101.19","","-0.36%"
"02/28/2014","101.80","102.13","102.30","101.55","","-0.30%"
"02/27/2014","102.11","102.38","102.46","101.72","","-0.23%"
"02/26/2014","102.35","102.24","102.62","102.09","","0.13%"
"02/25/2014","102.22","102.53","102.64","102.00","","-0.24%"
"02/24/2014","102.47","102.54","102.70","102.16","","-0.05%"
"02/21/2014","102.52","102.29","102.84","102.26","","0.25%"
"02/20/2014","102.26","102.32","102.44","101.67","","-0.05%"
"02/19/2014","102.31","102.36","102.48","101.85","","-0.04%"
"02/18/2014","102.35","101.95","102.75","101.79","","0.42%"
"02/17/2014","101.92","101.81","102.00","101.39","","0.15%"
"02/14/2014","101.77","102.21","102.42","101.57","","-0.37%"
"02/13/2014","102.15","102.53","102.59","101.69","","-0.36%"
"02/12/2014","102.52","102.64","102.70","102.22","","-0.11%"
"02/11/2014","102.63","102.26","102.72","102.07","","0.38%"
"02/10/2014","102.24","102.32","102.66","101.99","","-0.09%"
"02/07/2014","102.33","102.10","102.59","101.43","","0.24%"
"02/06/2014","102.08","101.46","102.19","101.23","","0.64%"
"02/05/2014","101.43","101.66","101.78","100.79","","-0.21%"
"02/04/2014","101.64","101.00","101.69","100.76","","0.66%"
"02/03/2014","100.97","102.03","102.43","100.77","","-1.04%"
"01/31/2014","102.03","102.73","102.95","101.95","","-0.65%"
"01/30/2014","102.70","102.31","102.90","102.06","","0.41%"
"01/29/2014","102.28","102.97","103.46","101.85","","-0.65%"
"01/28/2014","102.95","102.55","103.26","102.48","","0.40%"
"01/27/2014","102.54","102.38","102.94","101.78","","0.25%"
"01/24/2014","102.28","103.27","103.60","102.00","","-0.94%"
"01/23/2014","103.25","104.52","104.85","102.97","","-1.21%"
"01/22/2014","104.51","104.30","104.59","103.97","","0.20%"
"01/21/2014","104.30","104.20","104.76","104.02","","0.13%"
"01/20/2014","104.16","104.27","104.33","103.86","","-0.12%"
"01/17/2014","104.29","104.35","104.48","104.19","","-0.05%"
"01/16/2014","104.34","104.57","104.94","104.14","","-0.20%"
"01/15/2014","104.55","104.22","104.71","104.08","","0.34%"
"01/14/2014","104.20","103.00","104.30","102.99","","1.18%"
"01/13/2014","102.98","104.10","104.15","102.85","","-1.09%"
"01/10/2014","104.12","104.85","105.15","103.83","","-0.67%"
"01/09/2014","104.82","104.85","105.07","104.57","","-0.01%"
"01/08/2014","104.83","104.60","105.14","104.58","","0.22%"
"01/07/2014","104.60","104.22","104.75","104.17","","0.37%"
"01/06/2014","104.21","104.88","104.96","103.90","","-0.58%"
"01/03/2014","104.82","104.81","104.89","104.07","","0.06%"
"01/02/2014","104.76","105.25","105.46","104.54","","-0.45%"
"01/01/2014","105.23","105.29","105.42","105.19","","-0.07%"
"12/31/2013","105.30","105.16","105.37","104.85","","0.14%"
"12/30/2013","105.15","105.14","105.44","104.97","","0.00%"
"12/27/2013","105.15","104.81","105.20","104.64","","0.34%"
"12/26/2013","104.79","104.38","104.86","104.38","","0.41%"
"12/25/2013","104.36","104.35","104.51","104.26","","0.01%"
"12/24/2013","104.35","104.11","104.43","104.09","","0.24%"
"12/23/2013","104.10","104.10","104.14","103.77","","0.03%"
"12/20/2013","104.07","104.26","104.65","103.86","","-0.16%"
"12/19/2013","104.24","104.27","104.38","103.80","","-0.02%"
"12/18/2013","104.26","102.68","104.37","102.55","","1.56%"
"12/17/2013","102.66","103.03","103.12","102.49","","-0.34%"
"12/16/2013","103.01","103.23","103.34","102.64","","-0.17%"
"12/13/2013","103.19","103.39","103.94","102.99","","-0.16%"
"12/12/2013","103.36","102.43","103.44","102.38","","0.92%"
"12/11/2013","102.42","102.87","102.96","102.20","","-0.39%"
"12/10/2013","102.82","103.29","103.41","102.57","","-0.44%"
"12/09/2013","103.27","102.81","103.35","102.88","","0.36%"
"12/06/2013","102.90","101.79","102.98","101.63","","1.10%"
"12/05/2013","101.78","102.37","102.46","101.63","","-0.56%"
"12/04/2013","102.35","102.50","102.85","101.82","","-0.14%"
"12/03/2013","102.49","102.96","103.39","101.98","","-0.44%"
"12/02/2013","102.94","102.45","103.15","102.22","","0.52%"
"11/29/2013","102.41","102.32","102.62","102.11","","0.12%"
"11/28/2013","102.29","102.16","102.39","101.93","","0.14%"
"11/27/2013","102.15","101.28","102.21","101.18","","0.86%"
"11/26/2013","101.28","101.68","101.73","101.15","","-0.37%"
"11/25/2013","101.66","101.26","101.93","101.13","","0.39%"
"11/22/2013","101.27","101.16","101.37","100.94","","0.12%"
"11/21/2013","101.15","100.04","101.18","100.00","","1.13%"
"11/20/2013","100.02","100.14","100.25","99.79","","-0.11%"
"11/19/2013","100.13","100.00","100.27","99.57","","0.15%"
"11/18/2013","99.98","100.17","100.41","99.79","","-0.20%"
"11/15/2013","100.18","100.02","100.45","99.94","","0.17%"
"11/14/2013","100.01","99.25","100.17","99.13","","0.80%"
"11/13/2013","99.22","99.63","99.69","99.10","","-0.40%"
"11/12/2013","99.62","99.16","99.81","99.09","","0.47%"
"11/11/2013","99.15","99.17","99.32","98.91","","0.08%"
"11/08/2013","99.07","98.09","99.23","97.97","","1.01%"
"11/07/2013","98.08","98.66","99.43","97.64","","-0.58%"
"11/06/2013","98.65","98.52","98.77","98.40","","0.16%"
"11/05/2013","98.49","98.61","98.69","98.16","","-0.11%"
"11/04/2013","98.60","98.75","98.86","98.53","","-0.07%"
"11/01/2013","98.67","98.35","98.86","97.81","","0.33%"
"10/31/2013","98.35","98.52","98.59","98.09","","-0.14%"
"10/30/2013","98.49","98.19","98.69","98.07","","0.33%"
"10/29/2013","98.17","97.68","98.29","97.45","","0.53%"
"10/28/2013","97.65","97.57","97.81","97.44","","0.25%"
"10/25/2013","97.41","97.29","97.51","96.94","","0.14%"
"10/24/2013","97.27","97.38","97.63","97.17","","-0.09%"
"10/23/2013","97.36","98.15","98.21","97.15","","-0.78%"
"10/22/2013","98.13","98.20","98.50","97.87","","-0.05%"
"10/21/2013","98.18","97.80","98.26","97.73","","0.49%"
"10/18/2013","97.70","97.91","98.17","97.55","","-0.19%"
"10/17/2013","97.89","98.77","99.02","97.73","","-0.88%"
"10/16/2013","98.76","98.17","98.99","98.13","","0.61%"
"10/15/2013","98.16","98.57","98.72","98.09","","-0.41%"
"10/14/2013","98.56","98.09","98.60","98.07","","0.00%"
"10/11/2013","98.56","98.16","98.61","97.92","","0.42%"
"10/10/2013","98.15","97.35","98.29","97.32","","0.84%"
"10/09/2013","97.33","96.88","97.66","96.82","","0.49%"
"10/08/2013","96.86","96.71","97.27","96.57","","0.18%"
"10/07/2013","96.69","97.46","97.47","96.67","","-0.79%"
"10/04/2013","97.46","97.27","97.50","96.95","","0.23%"
"10/03/2013","97.24","97.35","97.89","96.93","","-0.09%"
"10/02/2013","97.33","98.00","98.10","97.14","","-0.65%"
"10/01/2013","97.97","98.22","98.74","97.65","","-0.24%"
"09/30/2013","98.21","97.93","98.48","97.50","","-0.03%"
"09/27/2013","98.24","99.00","99.06","98.09","","-0.74%"
"09/26/2013","98.97","98.46","99.15","98.26","","0.56%"
"09/25/2013","98.42","98.75","98.83","98.37","","-0.29%"
"09/24/2013","98.71","98.85","99.19","98.47","","-0.11%"
"09/23/2013","98.82","99.16","99.37","98.64","","-0.48%"
"09/20/2013","99.30","99.49","99.69","99.16","","-0.13%"
"09/19/2013","99.43","97.94","99.60","97.88","","1.53%"
