"Date","Price","Open","High","Low","Vol.","Change %"
"05/12/1999","120.90","120.95","121.62","120.33","","-0.02%"
"05/11/1999","120.92","120.58","121.20","120.27","","0.32%"
"05/10/1999","120.53","120.87","121.31","120.40","","-0.21%"
"05/07/1999","120.78","120.56","120.93","120.27","","0.21%"
"05/06/1999","120.53","120.47","121.13","119.84","","0.07%"
"05/05/1999","120.44","120.84","121.42","120.29","","-0.27%"
"05/04/1999","120.77","120.31","121.31","120.20","","0.41%"
"05/03/1999","120.28","119.54","120.35","119.44","","0.69%"
"04/30/1999","119.45","119.15","119.97","118.94","","0.27%"
"04/29/1999","119.13","119.03","119.42","118.80","","0.05%"
"04/28/1999","119.07","120.24","120.28","118.31","","-0.99%"
"04/27/1999","120.26","119.40","120.53","119.15","","0.86%"
"04/26/1999","119.24","119.26","119.59","118.68","","0.03%"
"04/23/1999","119.20","119.52","119.86","119.08","","-0.20%"
"04/22/1999","119.44","119.79","120.43","119.37","","-0.26%"
"04/21/1999","119.75","118.93","119.94","118.53","","0.69%"
"04/20/1999","118.93","117.58","118.73","117.52","","1.17%"
"04/19/1999","117.55","117.81","118.51","117.50","","-0.14%"
"04/16/1999","117.72","119.17","119.19","117.42","","-1.18%"
"04/15/1999","119.12","118.77","119.50","118.31","","0.34%"
"04/14/1999","118.72","119.76","119.97","118.52","","-0.83%"
"04/13/1999","119.71","120.36","120.84","119.71","","-0.52%"
"04/12/1999","120.34","120.82","121.00","119.69","","-0.42%"
"04/09/1999","120.85","121.24","121.51","120.70","","-0.22%"
"04/08/1999","121.12","121.44","121.61","120.37","","-0.15%"
"04/07/1999","121.30","120.56","121.64","120.43","","0.56%"
"04/06/1999","120.63","121.75","121.85","120.48","","-0.89%"
"04/05/1999","121.71","120.60","122.04","120.43","","0.80%"
"04/02/1999","120.75","120.82","120.90","120.34","","0.07%"
"04/01/1999","120.67","118.89","120.59","118.39","","1.57%"
"03/31/1999","118.80","120.29","120.97","118.14","","-1.27%"
"03/30/1999","120.33","120.26","120.72","119.85","","0.11%"
"03/29/1999","120.20","120.34","120.65","119.60","","0.00%"
"03/26/1999","120.20","118.16","120.50","117.98","","1.72%"
"03/25/1999","118.17","118.13","118.39","117.70","","0.20%"
"03/24/1999","117.93","118.14","118.52","117.12","","-0.27%"
"03/23/1999","118.25","118.28","118.82","117.79","","0.09%"
"03/22/1999","118.14","116.98","118.42","116.92","","0.89%"
"03/19/1999","117.10","117.44","117.82","116.87","","-0.31%"
"03/18/1999","117.46","118.32","118.81","117.33","","-0.57%"
"03/17/1999","118.13","117.64","119.19","117.13","","0.47%"
"03/16/1999","117.58","117.73","118.51","117.29","","-0.12%"
"03/15/1999","117.72","118.83","119.44","117.44","","-0.83%"
"03/12/1999","118.70","119.07","120.45","118.69","","-0.34%"
"03/11/1999","119.11","119.76","121.04","118.82","","-0.53%"
"03/10/1999","119.75","121.03","121.38","119.58","","-1.03%"
"03/09/1999","121.00","121.66","122.09","120.64","","-0.52%"
"03/08/1999","121.63","122.76","123.18","121.08","","-0.91%"
"03/05/1999","122.75","123.46","123.60","122.07","","-0.38%"
"03/04/1999","123.22","121.85","123.76","121.74","","1.12%"
"03/03/1999","121.85","120.09","121.85","119.96","","1.46%"
"03/02/1999","120.10","119.75","120.94","119.67","","0.21%"
"03/01/1999","119.85","119.39","119.93","118.87","","0.76%"
"02/26/1999","118.95","119.66","121.12","118.44","","-0.64%"
"02/25/1999","119.72","121.56","121.82","118.97","","-1.45%"
"02/24/1999","121.48","120.77","122.10","120.57","","0.55%"
"02/23/1999","120.82","121.19","121.92","119.80","","-0.13%"
"02/22/1999","120.98","120.65","122.54","120.04","","-0.04%"
"02/19/1999","121.03","119.85","121.16","119.42","","1.10%"
"02/18/1999","119.71","118.90","120.15","118.34","","0.66%"
"02/17/1999","118.92","118.71","119.26","117.99","","0.24%"
"02/16/1999","118.64","115.62","118.64","115.59","","2.74%"
"02/15/1999","115.48","114.10","115.98","113.80","","1.25%"
"02/12/1999","114.05","114.63","115.78","113.85","","-0.51%"
"02/11/1999","114.63","114.41","114.82","113.58","","0.18%"
"02/10/1999","114.42","114.03","115.52","113.74","","0.30%"
"02/09/1999","114.08","114.60","114.92","114.13","","-0.41%"
"02/08/1999","114.55","113.20","114.83","112.72","","1.19%"
"02/05/1999","113.20","112.00","113.74","111.35","","1.03%"
"02/04/1999","112.05","113.14","114.13","111.58","","-0.74%"
"02/03/1999","112.88","112.16","112.95","111.75","","0.70%"
"02/02/1999","112.10","114.98","115.20","111.90","","-2.52%"
"02/01/1999","115.00","116.03","116.03","114.88","","-1.03%"
"01/29/1999","116.20","116.38","116.56","115.68","","-0.13%"
"01/28/1999","116.35","115.61","116.76","115.10","","0.61%"
"01/27/1999","115.65","113.83","116.00","113.45","","1.67%"
"01/26/1999","113.75","113.93","114.13","113.44","","-0.26%"
"01/25/1999","114.05","114.34","114.84","113.56","","-0.32%"
"01/22/1999","114.42","113.73","114.82","113.50","","0.72%"
"01/21/1999","113.60","112.83","114.18","112.34","","0.69%"
"01/20/1999","112.82","113.47","114.08","112.87","","-0.51%"
"01/19/1999","113.40","114.24","114.97","113.38","","-0.74%"
"01/18/1999","114.25","114.41","115.01","113.30","","0.23%"
"01/15/1999","113.99","113.55","114.27","112.26","","0.30%"
"01/14/1999","113.65","113.30","114.45","112.93","","0.50%"
"01/13/1999","113.09","112.43","114.15","111.10","","0.66%"
"01/12/1999","112.35","108.72","112.85","108.64","","3.44%"
"01/11/1999","108.61","110.82","111.08","108.31","","-2.14%"
"01/08/1999","110.98","111.07","112.24","110.53","","-0.10%"
"01/07/1999","111.09","112.90","113.30","109.82","","-1.62%"
"01/06/1999","112.92","111.43","113.40","111.43","","1.36%"
"01/05/1999","111.40","111.77","112.42","110.50","","-0.40%"
"01/04/1999","111.85","113.31","114.49","111.68","","-1.19%"
"12/31/1998","113.20","115.24","115.24","112.53","","-1.57%"
"12/30/1998","115.00","115.62","115.89","114.49","","-0.38%"
"12/29/1998","115.44","116.04","116.22","115.00","","-0.41%"
"12/28/1998","115.92","116.16","117.16","115.65","","-0.54%"
"12/25/1998","116.55","116.13","116.60","115.35","","0.35%"
"12/24/1998","116.14","115.81","116.57","115.04","","0.24%"
"12/23/1998","115.86","116.75","116.77","115.77","","-0.59%"
"12/22/1998","116.55","116.01","117.72","115.66","","0.36%"
"12/21/1998","116.13","115.90","116.31","114.68","","0.04%"
"12/18/1998","116.08","116.23","116.60","114.50","","-0.08%"
"12/17/1998","116.17","117.04","117.18","115.70","","-0.60%"
"12/16/1998","116.87","116.73","117.10","115.40","","0.21%"
"12/15/1998","116.63","115.44","117.60","115.28","","0.93%"
"12/14/1998","115.55","116.37","116.85","114.97","","-0.86%"
"12/11/1998","116.55","117.13","118.10","116.31","","-0.41%"
"12/10/1998","117.03","117.94","118.37","116.65","","-0.70%"
"12/09/1998","117.85","119.12","119.48","117.51","","-1.06%"
"12/08/1998","119.11","119.87","120.58","119.04","","-0.45%"
"12/07/1998","119.65","118.75","120.34","118.22","","0.82%"
"12/04/1998","118.68","118.17","119.44","117.32","","0.32%"
"12/03/1998","118.30","120.06","120.55","117.53","","-1.50%"
"12/02/1998","120.10","121.88","122.14","119.82","","-1.61%"
"12/01/1998","122.07","123.07","123.50","121.62","","-0.75%"
"11/30/1998","122.99","123.32","124.15","122.37","","0.00%"
"11/27/1998","122.99","122.00","123.55","122.00","","0.89%"
"11/26/1998","121.90","121.77","122.68","121.35","","0.19%"
"11/25/1998","121.67","121.12","122.10","120.22","","0.47%"
"11/24/1998","121.10","121.04","122.02","120.31","","0.12%"
"11/23/1998","120.96","120.57","121.75","120.18","","0.51%"
"11/20/1998","120.35","119.93","120.93","118.82","","0.63%"
"11/19/1998","119.60","121.77","122.22","118.53","","-1.66%"
"11/18/1998","121.62","120.92","121.78","120.70","","0.48%"
"11/17/1998","121.04","120.43","122.38","119.75","","0.70%"
"11/16/1998","120.20","122.32","122.70","119.56","","-2.10%"
"11/13/1998","122.78","121.80","123.00","121.00","","0.82%"
"11/12/1998","121.78","121.82","124.12","121.43","","-0.08%"
"11/11/1998","121.88","122.26","122.41","120.63","","-0.30%"
"11/10/1998","122.25","121.74","123.42","121.22","","0.37%"
"11/09/1998","121.80","119.32","122.24","119.07","","2.31%"
"11/06/1998","119.05","117.97","118.96","117.73","","0.99%"
"11/05/1998","117.88","116.72","118.00","116.70","","1.05%"
"11/04/1998","116.66","115.12","117.43","115.07","","1.24%"
"11/03/1998","115.23","114.60","116.19","114.53","","0.37%"
"11/02/1998","114.80","115.54","116.15","114.32","","-0.86%"
"10/30/1998","115.80","116.95","117.19","115.03","","-0.76%"
"10/29/1998","116.69","117.93","118.06","115.88","","-1.14%"
"10/28/1998","118.03","117.98","118.50","116.70","","0.09%"
"10/27/1998","117.92","119.29","119.80","118.05","","-1.14%"
"10/26/1998","119.28","118.34","119.38","118.13","","1.07%"
"10/23/1998","118.02","117.51","119.72","117.27","","0.61%"
"10/22/1998","117.30","117.23","118.86","117.14","","0.21%"
"10/21/1998","117.05","115.84","117.65","115.35","","0.49%"
"10/20/1998","116.48","114.29","118.44","114.27","","1.88%"
"10/19/1998","114.33","115.47","115.93","113.81","","-0.77%"
"10/16/1998","115.22","115.76","116.75","113.56","","-0.33%"
"10/15/1998","115.60","118.65","119.12","116.32","","-2.57%"
"10/14/1998","118.65","119.07","120.19","118.37","","-0.13%"
"10/13/1998","118.80","117.41","120.42","117.40","","1.15%"
"10/12/1998","117.45","117.38","118.54","115.05","","0.73%"
"10/09/1998","116.60","118.19","119.49","115.26","","-1.85%"
"10/08/1998","118.80","122.14","123.48","111.58","","-2.02%"
"10/07/1998","121.25","130.29","130.75","120.77","","-6.72%"
"10/06/1998","129.98","134.19","134.25","130.14","","-3.18%"
"10/05/1998","134.25","136.00","136.07","134.07","","-0.92%"
"10/02/1998","135.50","135.82","135.88","133.25","","-0.31%"
"10/01/1998","135.92","136.46","136.95","135.06","","-0.37%"
"09/30/1998","136.43","134.32","136.83","133.93","","1.53%"
"09/29/1998","134.37","135.93","136.43","133.43","","-1.11%"
"09/28/1998","135.88","136.06","136.90","134.93","","-0.19%"
"09/25/1998","136.14","134.99","136.24","133.28","","0.99%"
"09/24/1998","134.80","135.53","137.23","134.65","","-0.59%"
"09/23/1998","135.60","135.62","136.94","135.19","","0.10%"
"09/22/1998","135.47","134.51","136.07","134.14","","0.69%"
"09/21/1998","134.54","133.76","134.25","132.37","","1.42%"
"09/18/1998","132.65","131.86","133.10","131.05","","0.57%"
"09/17/1998","131.90","134.23","134.77","131.64","","-1.77%"
"09/16/1998","134.27","134.14","135.81","133.75","","0.19%"
"09/15/1998","134.02","132.35","134.03","132.35","","1.49%"
"09/14/1998","132.05","131.66","133.48","130.95","","0.88%"
"09/11/1998","130.90","134.29","134.45","128.95","","-2.71%"
"09/10/1998","134.55","135.75","136.10","133.73","","-0.96%"
"09/09/1998","135.85","132.09","135.19","130.48","","2.85%"
"09/08/1998","132.08","131.75","133.11","131.13","","0.17%"
"09/07/1998","131.85","134.54","134.66","130.50","","-1.38%"
"09/04/1998","133.70","133.99","136.04","132.92","","-0.45%"
"09/03/1998","134.30","138.26","138.53","133.84","","-2.54%"
"09/02/1998","137.80","136.70","138.52","136.48","","0.84%"
"09/01/1998","136.65","139.20","139.93","134.98","","-1.87%"
"08/31/1998","139.25","141.55","142.54","139.80","","-1.76%"
"08/28/1998","141.75","142.13","144.29","140.30","","-0.12%"
"08/27/1998","141.92","144.13","144.23","141.83","","-1.53%"
"08/26/1998","144.13","144.29","144.94","143.85","","0.01%"
"08/25/1998","144.11","143.61","145.07","143.29","","0.30%"
"08/24/1998","143.68","144.89","145.26","143.57","","-0.62%"
"08/21/1998","144.58","143.09","145.41","142.59","","1.20%"
"08/20/1998","142.86","143.82","144.22","141.42","","-0.60%"
"08/19/1998","143.72","144.75","145.07","143.65","","-0.81%"
"08/18/1998","144.90","146.09","146.45","144.75","","-0.81%"
"08/17/1998","146.09","146.29","146.91","145.64","","-0.21%"
"08/14/1998","146.40","144.90","146.48","144.32","","0.99%"
"08/13/1998","144.96","146.00","147.20","144.57","","-0.81%"
"08/12/1998","146.15","147.25","147.45","144.86","","-0.74%"
"08/11/1998","147.24","146.30","147.67","146.03","","0.66%"
"08/10/1998","146.28","146.29","146.85","145.95","","0.05%"
"08/07/1998","146.20","144.57","146.30","144.36","","1.28%"
"08/06/1998","144.35","143.86","145.07","143.60","","0.33%"
"08/05/1998","143.87","144.93","144.95","143.35","","-0.67%"
"08/04/1998","144.84","145.68","146.04","144.20","","-0.52%"
"08/03/1998","145.60","144.88","145.91","144.60","","0.59%"
"07/31/1998","144.75","143.82","144.84","143.41","","0.73%"
"07/30/1998","143.70","142.40","143.82","141.45","","0.94%"
"07/29/1998","142.36","140.91","142.97","140.75","","0.89%"
"07/28/1998","141.10","142.64","142.72","140.90","","-0.95%"
"07/27/1998","142.45","141.39","142.55","141.39","","0.56%"
"07/24/1998","141.65","141.37","141.70","140.22","","0.26%"
"07/23/1998","141.28","141.07","142.15","140.57","","0.08%"
"07/22/1998","141.17","140.27","141.28","139.75","","0.64%"
"07/21/1998","140.27","139.06","140.53","138.79","","0.93%"
"07/20/1998","138.98","139.26","139.58","138.57","","-0.44%"
"07/17/1998","139.60","140.18","140.23","138.60","","-0.34%"
"07/16/1998","140.08","140.62","140.98","138.83","","-0.19%"
"07/15/1998","140.35","140.20","141.40","140.01","","0.30%"
"07/14/1998","139.93","140.99","141.55","140.00","","-0.83%"
"07/13/1998","141.10","142.87","144.32","140.40","","-0.18%"
"07/10/1998","141.35","141.11","141.75","140.20","","0.21%"
"07/09/1998","141.05","139.70","140.70","139.47","","1.18%"
"07/08/1998","139.40","138.66","139.94","138.11","","0.50%"
"07/07/1998","138.70","140.17","140.19","138.26","","-0.98%"
"07/06/1998","140.07","140.39","140.89","139.70","","0.47%"
"07/03/1998","139.42","140.59","141.06","138.45","","-0.91%"
"07/02/1998","140.70","138.13","141.79","137.93","","1.92%"
"07/01/1998","138.05","138.57","139.15","137.46","","-0.47%"
"06/30/1998","138.70","142.34","142.42","137.80","","-2.21%"
"06/29/1998","141.83","142.68","143.38","141.25","","-0.19%"
"06/26/1998","142.10","142.22","143.02","141.14","","-0.05%"
"06/25/1998","142.17","141.14","142.25","140.57","","0.67%"
"06/24/1998","141.23","139.16","141.38","138.93","","1.42%"
"06/23/1998","139.25","137.72","139.50","137.34","","1.02%"
"06/22/1998","137.85","138.07","138.94","137.13","","0.56%"
"06/19/1998","137.08","137.76","137.90","133.63","","-0.41%"
"06/18/1998","137.65","136.43","138.22","135.45","","0.72%"
"06/17/1998","136.66","143.08","144.14","136.63","","-4.59%"
"06/16/1998","143.24","146.27","146.79","142.60","","-1.99%"
"06/15/1998","146.15","144.49","146.65","144.22","","1.39%"
"06/12/1998","144.15","143.91","144.76","143.54","","0.14%"
"06/11/1998","143.95","141.59","144.13","140.93","","1.70%"
"06/10/1998","141.54","140.32","141.71","140.11","","0.99%"
"06/09/1998","140.15","141.06","141.10","139.82","","-0.41%"
"06/08/1998","140.73","139.89","140.79","139.89","","0.63%"
"06/05/1998","139.85","138.41","139.98","138.38","","1.00%"
"06/04/1998","138.46","138.29","138.69","137.95","","-0.14%"
"06/03/1998","138.65","138.63","138.95","137.44","","-0.07%"
"06/02/1998","138.75","139.66","139.76","138.50","","-0.62%"
"06/01/1998","139.62","138.64","139.79","138.44","","0.63%"
"05/29/1998","138.75","138.63","139.26","137.99","","0.00%"
"05/28/1998","138.75","137.54","138.98","136.80","","0.95%"
"05/27/1998","137.45","137.81","138.04","137.15","","-0.25%"
"05/26/1998","137.80","137.01","138.07","136.94","","0.64%"
"05/25/1998","136.93","136.26","137.29","136.18","","0.83%"
"05/22/1998","135.80","134.94","136.13","134.85","","0.61%"
"05/21/1998","134.97","135.87","135.90","134.82","","-0.72%"
"05/20/1998","135.95","136.20","136.65","135.66","","-0.32%"
"05/19/1998","136.38","135.79","136.78","135.59","","0.21%"
"05/18/1998","136.10","134.72","136.35","134.63","","1.25%"
"05/15/1998","134.42","133.67","134.60","133.45","","0.59%"
"05/14/1998","133.63","134.01","134.63","133.57","","-0.31%"
"05/13/1998","134.05","133.87","134.50","133.75","","0.07%"
"05/12/1998","133.95","132.92","134.11","132.63","","0.83%"
"05/11/1998","132.85","133.15","133.24","132.23","","0.00%"
"05/08/1998","132.85","133.32","133.53","132.32","","-0.32%"
"05/07/1998","133.27","133.10","133.63","132.61","","0.11%"
"05/06/1998","133.12","131.57","133.20","131.48","","1.21%"
"05/05/1998","131.53","132.96","133.25","131.38","","-1.09%"
"05/04/1998","132.98","133.39","133.58","132.87","","-0.31%"
"05/01/1998","133.40","132.73","133.49","132.66","","0.51%"
"04/30/1998","132.72","132.27","132.95","131.65","","0.37%"
"04/29/1998","132.23","132.05","132.50","131.80","","0.02%"
"04/28/1998","132.20","132.44","132.60","131.32","","-0.04%"
"04/27/1998","132.25","131.13","132.92","130.81","","0.85%"
"04/24/1998","131.13","129.95","131.41","129.41","","0.91%"
"04/23/1998","129.95","130.47","130.80","129.65","","-0.35%"
"04/22/1998","130.41","131.24","131.81","130.32","","-0.65%"
"04/21/1998","131.26","132.07","132.14","131.14","","-0.64%"
"04/20/1998","132.10","131.83","132.47","131.78","","0.30%"
"04/17/1998","131.70","131.67","132.17","131.03","","-0.02%"
"04/16/1998","131.73","130.20","132.07","129.65","","1.08%"
"04/15/1998","130.32","129.29","130.26","128.91","","0.66%"
"04/14/1998","129.47","129.39","130.42","129.09","","-0.05%"
"04/13/1998","129.54","128.74","129.85","127.57","","0.72%"
"04/10/1998","128.62","131.07","131.57","127.38","","-2.04%"
"04/09/1998","131.30","131.39","133.66","129.48","","-0.04%"
"04/08/1998","131.35","133.47","133.70","131.10","","-1.56%"
"04/07/1998","133.43","134.66","134.78","133.23","","-0.94%"
"04/06/1998","134.70","135.16","135.22","134.45","","-0.33%"
"04/03/1998","135.15","133.71","135.47","133.14","","1.11%"
"04/02/1998","133.67","133.59","134.12","133.03","","0.05%"
"04/01/1998","133.60","132.91","133.88","132.70","","0.38%"
"03/31/1998","133.10","131.97","133.75","131.38","","0.89%"
"03/30/1998","131.92","130.08","132.28","130.01","","1.24%"
"03/27/1998","130.30","128.43","130.45","127.76","","1.47%"
"03/26/1998","128.41","128.96","129.47","128.26","","-0.32%"
"03/25/1998","128.82","130.26","130.53","128.50","","-1.11%"
"03/24/1998","130.27","130.47","130.82","129.70","","-0.14%"
"03/23/1998","130.45","130.23","130.90","130.11","","0.04%"
"03/20/1998","130.40","130.70","131.32","128.95","","-0.30%"
"03/19/1998","130.79","130.17","130.74","129.51","","0.59%"
"03/18/1998","130.02","128.87","130.64","128.73","","0.95%"
"03/17/1998","128.80","129.67","129.76","128.76","","-0.59%"
"03/16/1998","129.57","127.98","129.81","127.65","","1.38%"
"03/13/1998","127.80","129.02","129.10","127.85","","-0.99%"
"03/12/1998","129.08","129.35","129.71","128.70","","-0.25%"
"03/11/1998","129.40","127.42","129.60","126.95","","1.57%"
"03/10/1998","127.40","127.76","127.87","127.20","","-0.30%"
"03/09/1998","127.78","127.60","128.48","127.51","","0.09%"
"03/06/1998","127.66","127.71","128.45","126.93","","-0.16%"
"03/05/1998","127.86","126.75","127.89","126.43","","0.92%"
"03/04/1998","126.70","126.19","126.90","125.31","","0.41%"
"03/03/1998","126.18","125.54","126.40","125.26","","0.56%"
"03/02/1998","125.48","126.17","126.25","124.75","","-0.49%"
"02/27/1998","126.10","127.15","127.48","125.85","","-0.84%"
"02/26/1998","127.17","128.37","128.98","127.30","","-1.02%"
"02/25/1998","128.48","127.96","128.93","126.81","","0.43%"
"02/24/1998","127.93","128.03","128.36","127.59","","0.11%"
"02/23/1998","127.79","128.14","129.03","127.53","","0.01%"
"02/20/1998","127.78","126.05","128.03","125.88","","1.48%"
"02/19/1998","125.92","126.50","126.65","125.64","","-0.38%"
"02/18/1998","126.40","126.61","126.76","125.63","","-0.08%"
"02/17/1998","126.50","125.96","126.96","125.49","","0.50%"
"02/16/1998","125.87","125.34","126.39","125.34","","0.58%"
"02/13/1998","125.14","124.52","125.54","124.09","","0.39%"
"02/12/1998","124.66","123.59","124.62","122.40","","0.95%"
"02/11/1998","123.49","123.21","124.45","123.14","","0.22%"
"02/10/1998","123.22","124.19","124.47","123.02","","-0.69%"
"02/09/1998","124.08","124.28","125.07","123.96","","0.19%"
"02/06/1998","123.85","123.56","124.51","123.50","","0.24%"
"02/05/1998","123.55","123.74","124.21","122.78","","-0.11%"
"02/04/1998","123.68","125.91","126.04","123.45","","-1.67%"
"02/03/1998","125.78","126.37","126.53","125.63","","-0.49%"
"02/02/1998","126.40","126.55","127.00","126.14","","-0.47%"
"01/30/1998","127.00","126.00","127.78","125.82","","0.95%"
"01/29/1998","125.80","125.03","125.95","124.63","","0.62%"
"01/28/1998","125.03","125.20","126.17","124.81","","-0.24%"
"01/27/1998","125.33","126.60","126.81","125.43","","-0.91%"
"01/26/1998","126.48","125.52","126.88","124.30","","0.74%"
"01/23/1998","125.55","127.28","127.63","125.47","","-1.26%"
"01/22/1998","127.15","127.00","127.67","126.35","","0.13%"
"01/21/1998","126.99","128.32","128.93","126.93","","-1.10%"
"01/20/1998","128.40","129.26","129.80","128.47","","-0.47%"
"01/19/1998","129.00","128.81","129.51","127.51","","-0.18%"
"01/16/1998","129.23","129.95","130.25","128.05","","-0.45%"
"01/15/1998","129.81","130.95","131.00","129.69","","-0.86%"
"01/14/1998","130.93","131.48","131.64","130.31","","-0.36%"
"01/13/1998","131.40","132.69","133.00","131.26","","-0.95%"
"01/12/1998","132.66","132.22","133.14","131.75","","0.52%"
"01/09/1998","131.98","132.65","132.67","130.53","","-0.47%"
"01/08/1998","132.60","132.28","133.51","131.25","","0.82%"
"01/07/1998","131.52","133.95","134.44","131.07","","-1.61%"
"01/06/1998","133.67","133.55","134.35","132.68","","0.09%"
"01/05/1998","133.55","132.31","134.10","131.93","","0.88%"
"01/02/1998","132.38","130.60","132.57","130.49","","1.36%"
"12/31/1997","130.61","130.09","130.64","129.77","","0.41%"
"12/30/1997","130.08","129.51","130.30","129.42","","0.59%"
"12/29/1997","129.32","130.18","130.32","129.51","","-0.83%"
"12/26/1997","130.40","130.15","130.55","130.01","","0.31%"
"12/25/1997","130.00","129.75","130.27","129.75","","0.23%"
"12/24/1997","129.70","129.49","130.40","129.49","","0.36%"
"12/23/1997","129.23","130.18","130.62","129.42","","-0.68%"
"12/22/1997","130.12","129.48","130.78","129.10","","0.69%"
"12/19/1997","129.23","128.60","129.86","128.24","","0.44%"
"12/18/1997","128.67","127.14","129.21","126.70","","1.31%"
"12/17/1997","127.00","130.74","131.56","125.78","","-2.87%"
"12/16/1997","130.75","130.87","131.26","130.58","","-0.06%"
"12/15/1997","130.83","130.35","131.60","130.30","","0.41%"
"12/12/1997","130.30","129.65","130.56","129.57","","0.39%"
"12/11/1997","129.79","129.40","130.21","128.59","","0.30%"
"12/10/1997","129.40","129.73","129.95","128.44","","-0.24%"
"12/09/1997","129.71","130.51","130.65","129.50","","-0.49%"
"12/08/1997","130.35","129.71","130.86","129.45","","0.10%"
"12/05/1997","130.22","129.37","130.56","128.93","","0.70%"
"12/04/1997","129.32","128.81","129.66","128.63","","0.43%"
"12/03/1997","128.76","128.67","129.01","128.26","","0.14%"
"12/02/1997","128.58","128.63","129.35","128.05","","0.02%"
"12/01/1997","128.55","127.68","129.36","127.62","","0.55%"
"11/28/1997","127.85","126.95","127.95","126.68","","0.75%"
"11/27/1997","126.90","127.14","127.32","126.77","","-0.07%"
"11/26/1997","126.99","127.32","127.87","126.75","","-0.21%"
"11/25/1997","127.26","126.87","128.05","126.35","","0.35%"
"11/24/1997","126.81","126.60","127.28","126.40","","0.27%"
"11/21/1997","126.47","125.88","126.45","124.89","","0.47%"
"11/20/1997","125.88","127.05","127.30","126.02","","-0.89%"
"11/19/1997","127.01","126.15","127.48","126.03","","0.72%"
"11/18/1997","126.10","125.71","126.09","125.37","","0.44%"
"11/17/1997","125.55","125.70","126.62","124.20","","0.16%"
"11/14/1997","125.35","125.64","127.20","125.40","","-0.33%"
"11/13/1997","125.76","126.47","126.65","124.89","","-0.58%"
"11/12/1997","126.50","124.81","126.41","124.57","","1.36%"
"11/11/1997","124.80","124.42","125.36","124.22","","0.35%"
"11/10/1997","124.37","123.81","124.43","123.78","","0.06%"
"11/07/1997","124.30","123.34","124.34","123.12","","0.87%"
"11/06/1997","123.23","123.13","123.40","122.65","","0.14%"
"11/05/1997","123.06","121.94","123.26","121.80","","0.87%"
"11/04/1997","122.00","121.43","122.13","121.20","","0.48%"
"11/03/1997","121.42","120.44","121.31","119.90","","0.87%"
"10/31/1997","120.37","120.06","120.52","119.82","","0.32%"
"10/30/1997","119.99","120.84","120.89","119.85","","-0.67%"
"10/29/1997","120.80","120.57","120.90","119.77","","0.22%"
"10/28/1997","120.53","121.90","122.03","118.72","","-0.84%"
"10/27/1997","121.55","122.10","122.34","121.52","","-0.43%"
"10/24/1997","122.08","121.89","122.43","120.87","","0.21%"
"10/23/1997","121.83","120.94","122.07","120.72","","0.89%"
"10/22/1997","120.75","120.88","121.13","120.49","","-0.08%"
"10/21/1997","120.85","121.16","121.28","120.17","","-0.21%"
"10/20/1997","121.10","120.70","121.57","120.52","","0.31%"
"10/17/1997","120.73","119.79","120.85","119.74","","0.89%"
"10/16/1997","119.67","121.03","121.21","119.60","","-1.10%"
"10/15/1997","121.00","121.42","121.54","121.05","","-0.54%"
"10/14/1997","121.66","121.04","121.52","120.93","","0.55%"
"10/13/1997","121.00","120.14","121.45","120.10","","0.79%"
"10/10/1997","120.05","121.13","121.30","119.59","","-0.91%"
"10/09/1997","121.15","121.17","121.35","120.75","","0.04%"
"10/08/1997","121.10","122.39","122.53","120.80","","-1.06%"
"10/07/1997","122.40","121.83","122.49","121.67","","0.41%"
"10/06/1997","121.90","121.84","122.07","121.63","","-0.11%"
"10/03/1997","122.04","121.67","122.54","121.60","","0.28%"
"10/02/1997","121.70","121.01","121.95","120.72","","0.68%"
"10/01/1997","120.88","120.46","121.43","120.30","","0.32%"
"09/30/1997","120.50","120.85","121.59","120.28","","-0.26%"
"09/29/1997","120.82","121.11","121.50","120.73","","-0.27%"
"09/26/1997","121.15","121.14","121.35","120.37","","0.06%"
"09/25/1997","121.08","120.39","121.54","119.96","","0.69%"
"09/24/1997","120.25","122.06","122.48","119.28","","-1.44%"
"09/23/1997","122.01","121.76","122.23","121.22","","0.16%"
"09/22/1997","121.81","121.83","123.09","121.63","","-0.26%"
"09/19/1997","122.13","121.94","122.46","121.15","","0.27%"
"09/18/1997","121.80","120.66","122.35","120.59","","0.74%"
"09/17/1997","120.90","121.15","121.30","119.90","","-0.26%"
"09/16/1997","121.22","120.13","120.80","119.98","","0.89%"
"09/15/1997","120.15","120.94","121.05","119.90","","-0.66%"
"09/12/1997","120.95","119.64","121.70","119.52","","1.15%"
"09/11/1997","119.57","119.13","119.89","118.55","","0.42%"
"09/10/1997","119.07","118.67","119.67","118.63","","0.28%"
"09/09/1997","118.74","121.22","121.26","118.20","","-1.95%"
"09/08/1997","121.10","121.18","121.25","120.72","","-0.04%"
"09/05/1997","121.15","121.14","121.66","120.60","","0.08%"
"09/04/1997","121.05","120.77","121.46","120.20","","0.21%"
"09/03/1997","120.80","121.44","121.59","120.63","","-0.55%"
"09/02/1997","121.47","120.69","121.83","120.30","","0.51%"
"09/01/1997","120.85","121.20","121.20","120.49","","0.00%"
"08/29/1997","120.85","118.93","121.29","118.82","","1.67%"
"08/28/1997","118.87","118.78","119.09","118.17","","0.13%"
"08/27/1997","118.72","118.06","119.25","118.05","","0.61%"
